964	41	964	41	923												
988	65	988	65	923												
72	995	995	72	923												
985	62	985	62	923												
946	23	946	23	923												
997	74	997	74	923												
950	27	950	27	923												
36	959	959	36	923												
936	13	936	13	923												
945	22	945	22	923												
937	14	937	14	923												
49	971	971	49	922												
986	64	986	64	922												
52	974	974	52	922												
953	31	953	31	922												
936	14	936	14	922												
938	16	938	16	922												
48	970	970	48	922												
70	992	992	70	922												
37	959	959	37	922												
947	25	947	25	922												
976	55	976	55	921												
20	941	941	20	921												
971	50	971	50	921												
986	65	986	65	921												
982	61	982	61	921												
66	987	987	66	921												
31	952	952	31	921												
942	21	942	21	921												
999	78	999	78	921												
65	986	986	65	921												
940	19	940	19	921												
999	78	999	78	921												
14	935	935	14	921												
49	970	970	49	921												
986	66	986	66	920												
27	947	947	27	920												
964	44	964	44	920												
20	940	940	20	920												
934	14	934	14	920												
52	972	972	52	920												
59	979	979	59	920												
58	978	978	58	920												
39	959	959	39	920												
986	66	986	66	920												
70	990	990	70	920												
63	982	982	63	919												
945	26	945	26	919												
29	948	948	29	919												
54	973	973	54	919												
55	974	974	55	919												
960	41	960	41	919												
979	60	979	60	919												
30	949	949	30	919												
984	65	984	65	919												
16	935	935	16	919												
950	31	950	31	919												
937	18	937	18	919												
974	55	974	55	919												
10	929	929	10	919												
80	999	999	80	919												
999	81	999	81	918												
932	14	932	14	918												
57	975	975	57	918												
60	978	978	60	918												
943	25	943	25	918												
32	950	950	32	918												
11	928	928	11	917												
57	974	974	57	917												
939	22	939	22	917												
33	949	949	33	916												
948	32	948	32	916												
64	980	980	64	916												
976	60	976	60	916												
974	58	974	58	916												
942	26	942	26	916												
43	959	959	43	916												
955	39	955	39	916												
945	30	945	30	915												
40	955	955	40	915												
26	941	941	26	915												
55	970	970	55	915												
62	977	977	62	915												
58	973	973	58	915												
61	976	976	61	915												
982	67	982	67	915												
998	83	998	83	915												
11	926	926	11	915												
942	27	942	27	915												
943	29	943	29	914												
26	940	940	26	914												
956	42	956	42	914												
81	995	995	81	914												
79	993	993	79	914												
23	937	937	23	914												
85	999	999	85	914												
15	929	929	15	914												
46	960	960	46	914												
65	979	979	65	914												
999	86	999	86	913												
66	979	979	66	913												
996	83	996	83	913												
989	76	989	76	913												
999	86	999	86	913												
15	928	928	15	913												
75	988	988	75	913												
927	14	927	14	913												
985	72	985	72	913												
65	978	978	65	913												
48	960	960	48	912												
66	978	978	66	912												
944	32	944	32	912												
988	76	988	76	912												
59	971	971	59	912												
46	958	958	46	912												
23	935	935	23	912												
43	955	955	43	912												
47	959	959	47	912												
70	982	982	70	912												
52	963	963	52	911												
65	976	976	65	911												
48	959	959	48	911												
74	985	985	74	911												
14	925	925	14	911												
17	928	928	17	911												
967	56	967	56	911												
926	15	926	15	911												
956	45	956	45	911												
949	38	949	38	911												
952	41	952	41	911												
15	925	925	15	910												
19	929	929	19	910												
87	997	997	87	910												
950	40	950	40	910												
988	78	988	78	910												
968	58	968	58	910												
934	24	934	24	910												
924	15	924	15	909												
74	983	983	74	909												
18	927	927	18	909												
943	34	943	34	909												
56	965	965	56	909												
47	956	956	47	909												
34	943	943	34	909												
922	13	922	13	909												
987	78	987	78	909												
979	70	979	70	909												
88	997	997	88	909												
956	47	956	47	909												
74	983	983	74	909												
60	969	969	60	909												
959	51	959	51	908												
997	89	997	89	908												
976	68	976	68	908												
32	940	940	32	908												
86	994	994	86	908												
19	927	927	19	908												
43	951	951	43	908												
987	79	987	79	908												
36	944	944	36	908												
19	927	927	19	908												
932	24	932	24	908												
24	932	932	24	908												
963	55	963	55	908												
68	976	976	68	908												
38	946	946	38	908												
45	953	953	45	908												
926	18	926	18	908												
990	83	990	83	907												
87	994	994	87	907												
34	941	941	34	907												
35	942	942	35	907												
35	942	942	35	907												
970	63	970	63	907												
84	991	991	84	907												
940	33	940	33	907												
947	41	947	41	906												
74	980	980	74	906												
958	52	958	52	906												
973	67	973	67	906												
971	65	971	65	906												
953	47	953	47	906												
939	33	939	33	906												
967	61	967	61	906												
28	934	934	28	906												
22	928	928	22	906												
976	70	976	70	906												
980	74	980	74	906												
997	91	997	91	906												
937	32	937	32	905												
946	41	946	41	905												
955	50	955	50	905												
45	950	950	45	905												
966	61	966	61	905												
39	944	944	39	905												
76	981	981	76	905												
976	71	976	71	905												
953	49	953	49	904												
925	21	925	21	904												
973	69	973	69	904												
38	942	942	38	904												
956	52	956	52	904												
25	929	929	25	904												
930	27	930	27	903												
945	42	945	42	903												
969	66	969	66	903												
943	40	943	40	903												
81	983	983	81	902												
957	55	957	55	902												
19	921	921	19	902												
97	999	999	97	902												
987	85	987	85	902												
77	979	979	77	902												
946	44	946	44	902												
939	37	939	37	902												
994	92	994	92	902												
915	13	915	13	902												
52	954	954	52	902												
962	60	962	60	902												
79	981	981	79	902												
960	58	960	58	902												
915	13	915	13	902												
949	47	949	47	902												
29	930	930	29	901												
70	971	971	70	901												
957	56	957	56	901												
915	14	915	14	901												
947	46	947	46	901												
957	56	957	56	901												
12	913	913	12	901												
935	34	935	34	901												
989	88	989	88	901												
36	937	937	36	901												
948	47	948	47	901												
38	939	939	38	901												
964	63	964	63	901												
910	10	910	10	900												
967	67	967	67	900												
935	35	935	35	900												
65	965	965	65	900												
993	93	993	93	900												
959	59	959	59	900												
56	956	956	56	900												
931	31	931	31	900												
969	69	969	69	900												
948	49	948	49	899												
917	18	917	18	899												
934	35	934	35	899												
60	959	959	60	899												
953	55	953	55	898												
932	34	932	34	898												
15	913	913	15	898												
908	10	908	10	898												
932	34	932	34	898												
956	58	956	58	898												
955	57	955	57	898												
940	43	940	43	897												
85	982	982	85	897												
922	25	922	25	897												
34	931	931	34	897												
942	45	942	45	897												
76	973	973	76	897												
39	936	936	39	897												
32	929	929	32	897												
30	927	927	30	897												
939	42	939	42	897												
930	33	930	33	897												
995	98	995	98	897												
71	968	968	71	897												
64	961	961	64	897												
970	73	970	73	897												
991	95	991	95	896												
943	47	943	47	896												
943	47	943	47	896												
73	969	969	73	896												
16	912	912	16	896												
922	26	922	26	896												
944	48	944	48	896												
24	919	919	24	895												
992	97	992	97	895												
946	51	946	51	895												
956	61	956	61	895												
83	978	978	83	895												
931	36	931	36	895												
100	995	995	100	895												
979	84	979	84	895												
14	908	908	14	894												
921	27	921	27	894												
30	924	924	30	894												
64	958	958	64	894												
60	954	954	60	894												
948	54	948	54	894												
38	932	932	38	894												
29	923	923	29	894												
939	45	939	45	894												
40	934	934	40	894												
940	46	940	46	894												
930	36	930	36	894												
28	922	922	28	894												
91	985	985	91	894												
980	86	980	86	894												
71	965	965	71	894												
49	943	943	49	894												
975	81	975	81	894												
10	904	904	10	894												
29	923	923	29	894												
926	33	926	33	893												
87	980	980	87	893												
990	97	990	97	893												
99	992	992	99	893												
59	952	952	59	893												
82	975	975	82	893												
930	37	930	37	893												
46	939	939	46	893												
925	32	925	32	893												
52	945	945	52	893												
97	990	990	97	893												
928	35	928	35	893												
49	942	942	49	893												
990	97	990	97	893												
986	93	986	93	893												
101	994	994	101	893												
82	974	974	82	892												
91	983	983	91	892												
77	969	969	77	892												
105	997	997	105	892												
85	977	977	85	892												
933	41	933	41	892												
49	941	941	49	892												
964	72	964	72	892												
906	14	906	14	892												
939	47	939	47	892												
91	983	983	91	892												
17	909	909	17	892												
913	21	913	21	892												
952	61	952	61	891												
970	79	970	79	891												
911	20	911	20	891												
977	86	977	86	891												
99	990	990	99	891												
65	956	956	65	891												
944	53	944	53	891												
103	994	994	103	891												
985	94	985	94	891												
920	29	920	29	891												
42	933	933	42	891												
44	935	935	44	891												
106	996	996	106	890												
24	914	914	24	890												
916	26	916	26	890												
951	61	951	61	890												
22	912	912	22	890												
72	962	962	72	890												
109	999	999	109	890												
908	18	908	18	890												
977	88	977	88	889												
92	981	981	92	889												
58	947	947	58	889												
949	60	949	60	889												
78	967	967	78	889												
34	923	923	34	889												
998	109	998	109	889												
984	95	984	95	889												
988	99	988	99	889												
36	925	925	36	889												
105	994	994	105	889												
955	66	955	66	889												
963	74	963	74	889												
939	50	939	50	889												
957	69	957	69	888												
917	29	917	29	888												
10	898	898	10	888												
91	979	979	91	888												
982	94	982	94	888												
995	107	995	107	888												
72	960	960	72	888												
37	925	925	37	888												
950	63	950	63	887												
927	40	927	40	887												
946	59	946	59	887												
975	88	975	88	887												
908	21	908	21	887												
973	86	973	86	887												
904	17	904	17	887												
35	922	922	35	887												
998	111	998	111	887												
42	929	929	42	887												
928	41	928	41	887												
108	995	995	108	887												
983	96	983	96	887												
108	995	995	108	887												
108	995	995	108	887												
52	939	939	52	887												
934	48	934	48	886												
940	54	940	54	886												
920	34	920	34	886												
954	68	954	68	886												
16	902	902	16	886												
34	920	920	34	886												
95	981	981	95	886												
102	988	988	102	886												
899	13	899	13	886												
960	74	960	74	886												
988	102	988	102	886												
968	83	968	83	885												
995	110	995	110	885												
64	949	949	64	885												
58	943	943	58	885												
35	920	920	35	885												
31	916	916	31	885												
32	917	917	32	885												
929	44	929	44	885												
71	955	955	71	884												
16	900	900	16	884												
914	30	914	30	884												
82	966	966	82	884												
59	943	943	59	884												
48	932	932	48	884												
68	952	952	68	884												
73	957	957	73	884												
977	93	977	93	884												
52	936	936	52	884												
15	899	899	15	884												
45	929	929	45	884												
917	33	917	33	884												
14	898	898	14	884												
30	914	914	30	884												
974	91	974	91	883												
960	77	960	77	883												
33	916	916	33	883												
951	68	951	68	883												
52	935	935	52	883												
16	899	899	16	883												
995	112	995	112	883												
77	960	960	77	883												
944	61	944	61	883												
106	988	988	106	882												
76	958	958	76	882												
28	910	910	28	882												
10	892	892	10	882												
108	990	990	108	882												
964	82	964	82	882												
117	999	999	117	882												
109	991	991	109	882												
67	949	949	67	882												
18	900	900	18	882												
46	927	927	46	881												
959	78	959	78	881												
29	910	910	29	881												
117	998	998	117	881												
39	920	920	39	881												
82	963	963	82	881												
977	96	977	96	881												
41	922	922	41	881												
60	941	941	60	881												
985	104	985	104	881												
951	70	951	70	881												
32	913	913	32	881												
84	965	965	84	881												
914	34	914	34	880												
81	961	961	81	880												
15	895	895	15	880												
41	921	921	41	880												
987	107	987	107	880												
23	903	903	23	880												
990	110	990	110	880												
911	31	911	31	880												
110	990	990	110	880												
935	55	935	55	880												
46	926	926	46	880												
100	980	980	100	880												
945	66	945	66	879												
954	75	954	75	879												
919	40	919	40	879												
914	35	914	35	879												
938	59	938	59	879												
58	937	937	58	879												
44	923	923	44	879												
966	87	966	87	879												
969	91	969	91	878												
110	988	988	110	878												
17	895	895	17	878												
81	959	959	81	878												
76	954	954	76	878												
96	974	974	96	878												
960	82	960	82	878												
925	48	925	48	877												
971	94	971	94	877												
978	101	978	101	877												
969	92	969	92	877												
973	96	973	96	877												
64	941	941	64	877												
915	38	915	38	877												
13	890	890	13	877												
20	897	897	20	877												
100	977	977	100	877												
972	95	972	95	877												
53	930	930	53	877												
58	935	935	58	877												
19	896	896	19	877												
909	32	909	32	877												
924	48	924	48	876												
115	991	991	115	876												
108	984	984	108	876												
925	49	925	49	876												
985	109	985	109	876												
971	95	971	95	876												
996	120	996	120	876												
22	898	898	22	876												
32	908	908	32	876												
916	40	916	40	876												
30	906	906	30	876												
83	959	959	83	876												
957	81	957	81	876												
894	18	894	18	876												
922	46	922	46	876												
33	908	908	33	875												
56	931	931	56	875												
93	968	968	93	875												
122	997	997	122	875												
52	927	927	52	875												
84	959	959	84	875												
919	44	919	44	875												
938	63	938	63	875												
88	963	963	88	875												
903	28	903	28	875												
908	33	908	33	875												
63	938	938	63	875												
902	27	902	27	875												
75	950	950	75	875												
995	120	995	120	875												
60	935	935	60	875												
931	57	931	57	874												
996	122	996	122	874												
46	920	920	46	874												
64	938	938	64	874												
980	106	980	106	874												
85	959	959	85	874												
980	106	980	106	874												
110	984	984	110	874												
944	70	944	70	874												
26	900	900	26	874												
64	938	938	64	874												
913	39	913	39	874												
906	32	906	32	874												
41	915	915	41	874												
893	19	893	19	874												
73	947	947	73	874												
943	69	943	69	874												
18	892	892	18	874												
19	893	893	19	874												
909	35	909	35	874												
73	947	947	73	874												
50	924	924	50	874												
948	74	948	74	874												
117	991	991	117	874												
955	81	955	81	874												
885	12	885	12	873												
17	890	890	17	873												
20	893	893	20	873												
910	37	910	37	873												
952	79	952	79	873												
957	84	957	84	873												
973	100	973	100	873												
29	902	902	29	873												
964	91	964	91	873												
941	68	941	68	873												
29	902	902	29	873												
987	114	987	114	873												
92	965	965	92	873												
28	901	901	28	873												
944	71	944	71	873												
58	930	930	58	872												
121	993	993	121	872												
43	915	915	43	872												
66	938	938	66	872												
18	890	890	18	872												
43	915	915	43	872												
87	959	959	87	872												
945	73	945	73	872												
69	941	941	69	872												
991	119	991	119	872												
64	936	936	64	872												
84	956	956	84	872												
104	976	976	104	872												
93	965	965	93	872												
994	122	994	122	872												
112	984	984	112	872												
12	884	884	12	872												
981	109	981	109	872												
113	985	985	113	872												
883	12	883	12	871												
912	41	912	41	871												
27	898	898	27	871												
53	924	924	53	871												
66	937	937	66	871												
996	125	996	125	871												
955	84	955	84	871												
908	37	908	37	871												
999	128	999	128	871												
48	918	918	48	870												
31	901	901	31	870												
980	110	980	110	870												
92	962	962	92	870												
916	46	916	46	870												
115	985	985	115	870												
926	56	926	56	870												
75	945	945	75	870												
88	958	958	88	870												
80	950	950	80	870												
16	886	886	16	870												
905	35	905	35	870												
995	125	995	125	870												
15	885	885	15	870												
104	974	974	104	870												
967	97	967	97	870												
118	988	988	118	870												
995	125	995	125	870												
966	96	966	96	870												
961	91	961	91	870												
99	968	968	99	869												
934	65	934	65	869												
922	53	922	53	869												
106	975	975	106	869												
963	94	963	94	869												
996	127	996	127	869												
926	57	926	57	869												
939	70	939	70	869												
888	19	888	19	869												
988	119	988	119	869												
881	12	881	12	869												
922	53	922	53	869												
975	106	975	106	869												
44	913	913	44	869												
997	128	997	128	869												
44	913	913	44	869												
900	31	900	31	869												
102	971	971	102	869												
51	919	919	51	868												
991	123	991	123	868												
998	130	998	130	868												
986	118	986	118	868												
994	126	994	126	868												
909	41	909	41	868												
46	914	914	46	868												
991	123	991	123	868												
976	108	976	108	868												
111	979	979	111	868												
963	95	963	95	868												
904	36	904	36	868												
126	994	994	126	868												
47	914	914	47	867												
998	131	998	131	867												
984	117	984	117	867												
955	88	955	88	867												
985	118	985	118	867												
24	891	891	24	867												
119	986	986	119	867												
28	895	895	28	867												
893	26	893	26	867												
958	91	958	91	867												
911	44	911	44	867												
76	943	943	76	867												
102	969	969	102	867												
948	81	948	81	867												
947	80	947	80	867												
884	17	884	17	867												
77	944	944	77	867												
19	886	886	19	867												
34	901	901	34	867												
929	62	929	62	867												
109	976	976	109	867												
927	61	927	61	866												
35	901	901	35	866												
974	108	974	108	866												
25	891	891	25	866												
996	130	996	130	866												
986	120	986	120	866												
886	20	886	20	866												
98	964	964	98	866												
89	955	955	89	866												
929	63	929	63	866												
58	924	924	58	866												
90	956	956	90	866												
949	84	949	84	865												
84	949	949	84	865												
124	989	989	124	865												
130	995	995	130	865												
950	85	950	85	865												
131	996	996	131	865												
893	28	893	28	865												
16	881	881	16	865												
45	910	910	45	865												
915	50	915	50	865												
904	39	904	39	865												
41	906	906	41	865												
89	954	954	89	865												
73	938	938	73	865												
66	931	931	66	865												
951	86	951	86	865												
963	98	963	98	865												
991	126	991	126	865												
946	81	946	81	865												
950	85	950	85	865												
111	975	975	111	864												
943	79	943	79	864												
16	880	880	16	864												
995	131	995	131	864												
106	970	970	106	864												
933	69	933	69	864												
974	110	974	110	864												
22	886	886	22	864												
959	95	959	95	864												
70	934	934	70	864												
977	113	977	113	864												
885	21	885	21	864												
100	964	964	100	864												
971	107	971	107	864												
128	991	991	128	863												
908	45	908	45	863												
14	877	877	14	863												
930	67	930	67	863												
129	992	992	129	863												
895	32	895	32	863												
926	63	926	63	863												
906	43	906	43	863												
946	83	946	83	863												
998	135	998	135	863												
875	12	875	12	863												
951	88	951	88	863												
914	51	914	51	863												
957	94	957	94	863												
69	932	932	69	863												
111	974	974	111	863												
988	125	988	125	863												
920	57	920	57	863												
992	129	992	129	863												
91	954	954	91	863												
915	52	915	52	863												
100	963	963	100	863												
79	942	942	79	863												
66	929	929	66	863												
108	970	970	108	862												
46	908	908	46	862												
106	968	968	106	862												
117	979	979	117	862												
96	958	958	96	862												
65	927	927	65	862												
96	958	958	96	862												
104	966	966	104	862												
27	889	889	27	862												
957	95	957	95	862												
86	948	948	86	862												
914	52	914	52	862												
991	129	991	129	862												
885	23	885	23	862												
129	991	991	129	862												
96	958	958	96	862												
119	981	981	119	862												
944	83	944	83	861												
920	59	920	59	861												
71	932	932	71	861												
941	80	941	80	861												
979	118	979	118	861												
89	950	950	89	861												
49	910	910	49	861												
29	890	890	29	861												
993	132	993	132	861												
984	123	984	123	861												
943	82	943	82	861												
977	116	977	116	861												
56	917	917	56	861												
900	39	900	39	861												
980	119	980	119	861												
880	19	880	19	861												
76	937	937	76	861												
11	872	872	11	861												
51	911	911	51	860												
917	57	917	57	860												
997	137	997	137	860												
997	137	997	137	860												
961	101	961	101	860												
115	975	975	115	860												
922	62	922	62	860												
122	982	982	122	860												
959	99	959	99	860												
922	62	922	62	860												
920	60	920	60	860												
946	86	946	86	860												
64	924	924	64	860												
911	51	911	51	860												
875	15	875	15	860												
117	977	977	117	860												
59	919	919	59	860												
898	39	898	39	859												
967	108	967	108	859												
923	64	923	64	859												
133	992	992	133	859												
941	82	941	82	859												
33	892	892	33	859												
95	954	954	95	859												
968	109	968	109	859												
92	951	951	92	859												
106	965	965	106	859												
123	982	982	123	859												
16	875	875	16	859												
890	31	890	31	859												
925	66	925	66	859												
923	64	923	64	859												
930	71	930	71	859												
94	953	953	94	859												
921	63	921	63	858												
87	945	945	87	858												
990	132	990	132	858												
918	60	918	60	858												
54	912	912	54	858												
948	90	948	90	858												
111	969	969	111	858												
989	131	989	131	858												
111	969	969	111	858												
993	135	993	135	858												
989	131	989	131	858												
128	986	986	128	858												
130	988	988	130	858												
923	65	923	65	858												
912	54	912	54	858												
119	977	977	119	858												
878	20	878	20	858												
944	87	944	87	857												
142	999	999	142	857												
52	909	909	52	857												
916	59	916	59	857												
892	35	892	35	857												
928	71	928	71	857												
881	24	881	24	857												
23	880	880	23	857												
941	84	941	84	857												
959	102	959	102	857												
885	28	885	28	857												
120	977	977	120	857												
135	992	992	135	857												
923	66	923	66	857												
994	138	994	138	856												
138	994	994	138	856												
933	77	933	77	856												
33	889	889	33	856												
977	121	977	121	856												
57	913	913	57	856												
90	946	946	90	856												
934	78	934	78	856												
61	917	917	61	856												
937	81	937	81	856												
953	97	953	97	856												
16	872	872	16	856												
990	134	990	134	856												
961	105	961	105	856												
101	956	956	101	855												
983	128	983	128	855												
996	141	996	141	855												
934	79	934	79	855												
102	957	957	102	855												
51	906	906	51	855												
963	108	963	108	855												
49	904	904	49	855												
970	115	970	115	855												
72	927	927	72	855												
932	77	932	77	855												
139	994	994	139	855												
49	903	903	49	854												
25	879	879	25	854												
920	66	920	66	854												
56	910	910	56	854												
60	914	914	60	854												
917	63	917	63	854												
896	42	896	42	854												
23	877	877	23	854												
889	35	889	35	854												
69	923	923	69	854												
885	31	885	31	854												
130	984	984	130	854												
992	138	992	138	854												
886	32	886	32	854												
138	992	992	138	854												
137	991	991	137	854												
33	887	887	33	854												
63	917	917	63	854												
116	969	969	116	853												
986	133	986	133	853												
909	56	909	56	853												
927	74	927	74	853												
930	77	930	77	853												
866	13	866	13	853												
986	133	986	133	853												
938	85	938	85	853												
29	882	882	29	853												
879	26	879	26	853												
136	989	989	136	853												
959	106	959	106	853												
924	71	924	71	853												
38	890	890	38	852												
965	113	965	113	852												
902	50	902	50	852												
897	45	897	45	852												
997	145	997	145	852												
126	978	978	126	852												
138	990	990	138	852												
994	142	994	142	852												
81	933	933	81	852												
878	26	878	26	852												
958	106	958	106	852												
870	18	870	18	852												
109	961	961	109	852												
941	89	941	89	852												
74	926	926	74	852												
933	81	933	81	852												
102	954	954	102	852												
95	947	947	95	852												
36	887	887	36	851												
36	887	887	36	851												
31	882	882	31	851												
936	85	936	85	851												
135	986	986	135	851												
990	139	990	139	851												
17	868	868	17	851												
25	876	876	25	851												
889	38	889	38	851												
961	110	961	110	851												
44	895	895	44	851												
947	96	947	96	851												
65	916	916	65	851												
24	875	875	24	851												
144	995	995	144	851												
139	990	990	139	851												
16	867	867	16	851												
949	98	949	98	851												
917	66	917	66	851												
10	860	860	10	850												
95	945	945	95	850												
69	919	919	69	850												
985	135	985	135	850												
862	12	862	12	850												
896	46	896	46	850												
884	34	884	34	850												
85	935	935	85	850												
57	907	907	57	850												
950	100	950	100	850												
20	870	870	20	850												
76	926	926	76	850												
58	908	908	58	850												
904	54	904	54	850												
882	32	882	32	850												
883	33	883	33	850												
125	975	975	125	850												
14	863	863	14	849												
992	143	992	143	849												
899	50	899	50	849												
862	13	862	13	849												
